decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-000672,ORD-000672,SUP-015,2026-08-07T10:51:25.099Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000673,ORD-000673,SUP-016,2026-06-04T16:19:38.230Z,cluster-resolve-v1,1.0.0,0.83,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000674,ORD-000674,SUP-017,2025-11-23T06:29:23.992Z,cluster-resolve-v1,1.0.0,0.87,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000675,ORD-000675,SUP-016,2026-06-30T08:34:54.375Z,cluster-resolve-v1,1.0.0,0.84,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000676,ORD-000676,SUP-006,2026-05-08T06:19:14.774Z,cluster-resolve-v1,1.0.0,0.87,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000677,ORD-000677,SUP-012,2026-03-09T09:10:55.057Z,cluster-resolve-v1,1.0.0,0.84,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000678,ORD-000678,SUP-006,2026-01-12T23:15:08.398Z,cluster-resolve-v1,1.0.0,0.95,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000679,ORD-000679,SUP-015,2025-10-07T21:23:38.005Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000680,ORD-000680,SUP-009,2026-05-10T04:43:03.200Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000681,ORD-000681,SUP-023,2025-11-16T03:57:26.496Z,cluster-resolve-v1,1.0.0,0.93,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000682,ORD-000682,SUP-028,2026-08-08T03:11:16.659Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000683,ORD-000683,SUP-012,2026-04-22T06:46:24.046Z,cluster-resolve-v1,1.0.0,0.87,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000684,ORD-000684,SUP-016,2026-06-23T00:38:47.445Z,cluster-resolve-v1,1.0.0,0.85,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000685,ORD-000685,SUP-026,2026-05-31T16:28:27.726Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000686,ORD-000686,SUP-015,2026-06-12T23:13:14.677Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000687,ORD-000687,SUP-013,2026-01-21T07:42:24.254Z,cluster-resolve-v1,1.0.0,0.92,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000688,ORD-000688,SUP-001,2026-07-28T23:07:40.186Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nile Delta Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000689,ORD-000689,SUP-026,2026-07-08T14:57:32.505Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000690,ORD-000690,SUP-023,2025-12-14T04:03:29.359Z,cluster-resolve-v1,1.0.0,0.94,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000691,ORD-000691,SUP-008,2026-01-03T04:28:21.035Z,cluster-resolve-v1,1.0.0,0.85,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000692,ORD-000692,SUP-006,2026-01-29T07:32:53.199Z,cluster-resolve-v1,1.0.0,0.93,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000693,ORD-000693,SUP-015,2026-03-27T10:40:56.247Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000694,ORD-000694,SUP-012,2026-03-21T12:58:42.076Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Sovereign Medical Distro due to strategic volume contract despite higher per-unit quote.
DEC-000695,ORD-000695,SUP-001,2026-06-14T04:01:39.561Z,cluster-resolve-v1,1.0.0,0.87,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000696,ORD-000696,SUP-007,2026-08-01T13:21:29.544Z,cluster-resolve-v1,1.0.0,0.85,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000697,ORD-000697,SUP-008,2026-04-12T22:14:51.958Z,cluster-resolve-v1,1.0.0,0.86,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000698,ORD-000698,SUP-021,2026-01-03T09:12:36.746Z,cluster-resolve-v1,1.0.0,0.88,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000699,ORD-000699,SUP-027,2026-04-13T23:49:48.422Z,cluster-resolve-v1,1.0.0,0.84,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000700,ORD-000700,SUP-015,2025-11-19T14:24:39.016Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000701,ORD-000701,SUP-002,2025-12-23T22:10:46.307Z,cluster-resolve-v1,1.0.0,0.84,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-000702,ORD-000702,SUP-016,2026-03-25T20:55:28.491Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000703,ORD-000703,SUP-022,2026-01-01T16:55:20.515Z,cluster-resolve-v1,1.0.0,0.95,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000704,ORD-000704,SUP-028,2026-05-22T07:24:58.166Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000705,ORD-000705,SUP-012,2026-08-02T09:14:51.725Z,cluster-resolve-v1,1.0.0,0.89,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000706,ORD-000706,SUP-006,2026-06-02T14:54:11.567Z,cluster-resolve-v1,1.0.0,0.93,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000707,ORD-000707,SUP-015,2026-04-28T13:37:12.110Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000708,ORD-000708,SUP-006,2026-04-08T12:08:05.174Z,cluster-resolve-v1,1.0.0,0.95,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-000709,ORD-000709,SUP-005,2025-10-15T16:41:49.646Z,cluster-resolve-v1,1.0.0,0.88,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000710,ORD-000710,SUP-028,2026-01-26T08:30:57.709Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000711,ORD-000711,SUP-016,2026-03-22T02:08:51.311Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000712,ORD-000712,SUP-027,2026-01-10T12:15:12.237Z,cluster-resolve-v1,1.0.0,0.89,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000713,ORD-000713,SUP-021,2025-12-03T23:59:38.967Z,cluster-resolve-v1,1.0.0,0.82,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000714,ORD-000714,SUP-015,2026-08-03T14:05:33.534Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000715,ORD-000715,SUP-014,2026-03-23T06:34:41.449Z,cluster-resolve-v1,1.0.0,0.89,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000716,ORD-000716,SUP-019,2026-08-07T15:35:29.385Z,cluster-resolve-v1,1.0.0,0.85,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000717,ORD-000717,SUP-012,2025-12-07T11:09:46.235Z,cluster-resolve-v1,1.0.0,0.95,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000718,ORD-000718,SUP-020,2026-08-13T00:40:18.170Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nefertiti Drug Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-000719,ORD-000719,SUP-008,2026-08-13T02:55:12.848Z,cluster-resolve-v1,1.0.0,0.94,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000720,ORD-000720,SUP-016,2026-08-01T15:07:42.585Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000721,ORD-000721,SUP-015,2025-10-12T10:08:09.962Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000722,ORD-000722,SUP-016,2026-03-25T01:38:47.049Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000723,ORD-000723,SUP-024,2026-03-09T06:13:01.816Z,cluster-resolve-v1,1.0.0,0.93,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-000724,ORD-000724,SUP-026,2026-04-22T20:55:20.441Z,cluster-resolve-v1,1.0.0,0.89,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000725,ORD-000725,SUP-023,2025-12-12T14:36:40.362Z,cluster-resolve-v1,1.0.0,0.83,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000726,ORD-000726,SUP-019,2026-06-19T10:50:43.563Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Pharaonic Medical Logistics due to strategic volume contract despite higher per-unit quote.
DEC-000727,ORD-000727,SUP-007,2026-05-24T05:14:03.974Z,cluster-resolve-v1,1.0.0,0.85,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-000728,ORD-000728,SUP-015,2026-07-31T09:48:50.318Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000729,ORD-000729,SUP-016,2026-02-10T22:51:43.329Z,cluster-resolve-v1,1.0.0,0.92,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000730,ORD-000730,SUP-016,2025-10-30T01:18:01.351Z,cluster-resolve-v1,1.0.0,0.89,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000731,ORD-000731,SUP-013,2026-08-01T16:32:35.272Z,cluster-resolve-v1,1.0.0,0.95,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-000732,ORD-000732,SUP-004,2026-08-12T15:47:59.059Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Cairo Valley Drug Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000733,ORD-000733,SUP-021,2026-07-22T20:29:45.610Z,cluster-resolve-v1,1.0.0,0.86,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000734,ORD-000734,SUP-018,2026-04-30T19:04:36.296Z,cluster-resolve-v1,1.0.0,0.86,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000735,ORD-000735,SUP-015,2026-03-14T05:18:15.184Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000736,ORD-000736,SUP-022,2026-04-30T00:15:23.029Z,cluster-resolve-v1,1.0.0,0.92,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000737,ORD-000737,SUP-021,2026-04-11T21:58:03.485Z,cluster-resolve-v1,1.0.0,0.94,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-000738,ORD-000738,SUP-016,2026-04-10T13:35:16.634Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000739,ORD-000739,SUP-016,2026-06-16T00:29:52.177Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000740,ORD-000740,SUP-003,2026-04-23T21:25:05.135Z,cluster-resolve-v1,1.0.0,0.87,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000741,ORD-000741,SUP-001,2026-02-03T23:07:57.055Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nile Delta Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-000742,ORD-000742,SUP-015,2026-08-10T05:31:29.933Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000743,ORD-000743,SUP-004,2026-03-04T11:16:50.893Z,cluster-resolve-v1,1.0.0,0.87,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000744,ORD-000744,SUP-026,2026-08-13T15:05:25.127Z,cluster-resolve-v1,1.0.0,0.89,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000745,ORD-000745,SUP-012,2026-01-16T23:48:28.387Z,cluster-resolve-v1,1.0.0,0.85,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-000746,ORD-000746,SUP-009,2026-02-18T01:18:28.336Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000747,ORD-000747,SUP-016,2026-08-13T06:57:17.530Z,cluster-resolve-v1,1.0.0,0.83,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000748,ORD-000748,SUP-014,2026-01-15T21:59:29.575Z,cluster-resolve-v1,1.0.0,0.93,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-000749,ORD-000749,SUP-015,2026-08-10T15:13:08.015Z,cluster-resolve-v1,1.0.0,0.96,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000750,ORD-000750,SUP-018,2025-11-11T05:58:53.389Z,cluster-resolve-v1,1.0.0,0.92,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000751,ORD-000751,SUP-016,2025-12-28T07:35:55.089Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000752,ORD-000752,SUP-016,2025-12-20T10:41:55.586Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000753,ORD-000753,SUP-008,2025-11-12T13:35:51.013Z,cluster-resolve-v1,1.0.0,0.84,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-000754,ORD-000754,SUP-021,2025-11-30T17:39:35.831Z,cluster-resolve-v1,1.0.0,0.72,Selected Red Sea Pharma Supply under emergency stock allocation.
DEC-000755,ORD-000755,SUP-017,2026-08-05T17:00:28.096Z,cluster-resolve-v1,1.0.0,0.89,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000756,ORD-000756,SUP-015,2025-10-08T19:50:46.434Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000757,ORD-000757,SUP-004,2025-10-31T12:28:26.461Z,cluster-resolve-v1,1.0.0,0.92,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000758,ORD-000758,SUP-018,2026-02-06T11:21:03.060Z,cluster-resolve-v1,1.0.0,0.86,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-000759,ORD-000759,SUP-015,2025-11-07T23:19:52.500Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000760,ORD-000760,SUP-017,2025-12-16T03:58:23.904Z,cluster-resolve-v1,1.0.0,0.96,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-000761,ORD-000761,SUP-027,2025-12-02T05:50:06.694Z,cluster-resolve-v1,1.0.0,0.87,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-000762,ORD-000762,SUP-022,2026-06-04T14:18:57.642Z,cluster-resolve-v1,1.0.0,0.96,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-000763,ORD-000763,SUP-015,2026-01-11T09:51:12.423Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000764,ORD-000764,SUP-001,2026-05-31T10:32:25.293Z,cluster-resolve-v1,1.0.0,0.83,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-000765,ORD-000765,SUP-016,2026-03-22T11:28:37.914Z,cluster-resolve-v1,1.0.0,0.94,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-000766,ORD-000766,SUP-026,2026-01-04T01:34:31.671Z,cluster-resolve-v1,1.0.0,0.9,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-000767,ORD-000767,SUP-015,2026-07-10T09:25:15.572Z,cluster-resolve-v1,1.0.0,0.5,Selected Lotus Drug Distribution without a recorded decision-time offer; evidence arrived after allocation.
